CHARAN DAS MAHANT,Indian National Congress,78058
MEDHA RAM SAHU,Bharatiya Janata Party,48012
GAUTAM RATHORE,Bahujan Samaj Party,13907
KALESHWAR SINGH  MARAVI,Gondvana Gantantra Party,1202
SATYANARAYAN PATEL,Independent,1132
COMRADE ANIL SHARMA,Communist Party of India,1006
MEGHARAM SAHU,Nationalist Congress Party,920
SURAJ KUMAR YADAV,Independent,754
PRAKASH KUMAR URAON,Independent,555
VIJAY MAURYA,Aam Aadmi Party,485
NATWAR LAL GOND,Independent,457
SURYAKANT RATHORE,Shiv Sena,385
KHOMRAM  JANGDE,Independent,324
RAMNARAYAN RATHORE,Kisan Mazdoor Sangharsh Party,241
None of the Above,None of the Above,1057
