PURUSHOTTAM KANWAR,Indian National Congress,59227
LAKHANLAL DEWANGAN,Bharatiya Janata Party,47716
GOVIND SINGH RAJPUT,Janta Congress Chhattisgarh (J),30509
LALIT MANIKPURI,Gondvana Gantantra Party,4520
SAPURAN KULDEEP,Communist Party of India  (Marxist),4113
CHANDRAKANT DIXENA CHANDU,Aam Aadmi Party,1278
MADHURI KAIWART,Bharat Bhoomi Party,1155
BHARATLAL SHROTE,Independent,1070
DILIP SINGH KANWAR,Ambedkarite Party of India,895
PURUSHOTTAM SINGH KANWAR,Janata Congress,645
None of the Above,None of the Above,2867
