SHIVRATAN SHARMA,Bharatiya Janata Party,63399
SUNIL MAHESHWARI,Indian National Congress,51490
CHAITRAM SAHU,Janta Congress Chhattisgarh (J),45907
MURARI MISHRA,Nationalist Congress Party,2269
MOHAN GAYAKWAD,Independent,1963
NARAYAN SAHU,Independent,1701
AMAR DAS MATRE,Independent,1463
RESHAMLAL JOGI,Independent,1153
KATYANI VERMA,Aam Aadmi Party,1140
RADHECHARAN DHRUW,Gondvana Gantantra Party,928
BHEEKHAM YADU,Shiv Sena,837
SANTOSH KUMAR KOSHLE,Independent,714
GOPAL NUT,Asankhya Samaj Party,701
PRAVIN KUMAR SAHU,Chhattisgarh Swabhiman Manch,654
TORANDAS KOSLE,Independent,614
GIRJALAL TONDE,Independent,468
SATYANARAYAN SONWANI,Independent,370
PREMPRAKASH,Bharat Bhoomi Party,365
None of the Above,None of the Above,915
