AJAY CHANDRAKAR,Bharatiya Janata Party,72922
NEELAM CHANDRAKAR,Independent,60605
LAXMIKANTA SAHU,Indian National Congress,26483
KANHAIYA LAL SAHU,Bahujan Samaj Party,2888
YUGESHWAR SAHU,Independent,1341
NEERA CHANDRAKAR,Independent,1253
TEJENDRA KUMAR TODEKAR,Aam Aadmi Party,1252
AJIT AGRAWAL,Independent,672
DINESH SAHU,Independent,609
CHANDRAHAS SAHU,Independent,353
RAGHUNANDAN SAHU,Janata Dal  (United),347
DOMAR SINGH,Independent,339
None of the Above,None of the Above,3470
