RANJANA DIPENDRA  SAHU,Bharatiya Janata Party,63198
GURUMUKH SINGH HORA,Indian National Congress,62734
ANAND PAWAR,Independent,29163
DIGVIJAY SINGH KRIDUTT,Janta Congress Chhattisgarh (J),3299
RAJESHWARI DOMAN SAHU,Independent,2856
TIRATH RAJ FUTAN (GADDI),Independent,2061
SHATRUHAN SINGH SAHU,Aam Aadmi Party,1736
BHAGESH BAID,Independent,1585
RANJANA SAHU,Independent,1189
KEWAL SINGH NETAM,Gondvana Gantantra Party,812
GYANCHAND PARAKH (GYANU),Independent,655
AKASH DEWANGAN,Independent,566
BHARATLAL SATNAMI,Independent,537
DR. GEINDLAL SATNAMI,Independent,478
DR. NEPALSINGH SAHU,Independent,350
GOPAL JOSHI,Independent,269
JANMEJAI MAHILANGE,Rashtriya Jansabha Party,222
YOGENDRA KUMAR SAHU,Pichhara Samaj Party United,221
None of the Above,None of the Above,551
