KUNWER SINGH NISHAD,Indian National Congress,110369
DEEPAK TARACHAND SAHU,Bharatiya Janata Party,54975
RAJENDRA KUMAR RAI,Janta Congress Chhattisgarh (J),8648
RAMAN KUMAR  SAHU,Independent,1835
NAMRATA SONI,Aam Aadmi Party,1261
CHANDRAHAS KALICHARAN SAHU,Bhartiya Panchyat Party,909
DHANNULAL MARKANDE,Independent,671
BUDHELAL KOSLE,Independent,655
NEETA SAHU,Shiv Sena,582
MITHILESH PISDA,Ambedkarite Party of India,513
GAURAV KUMAR CHANDRAKAR,Independent,496
TAMRAJDHWAJ SAHU,Chhattisgarh Swabhiman Manch,429
LEDGU RAM,Rashtriya Jansabha Party,347
None of the Above,None of the Above,5014
