DEVENDRA  YADAV,Indian National Congress,51044
PREM PRAKASH PANDEY,Bharatiya Janata Party,48195
DEENANATH JAISWAR,Bahujan Samaj Party,2662
SHATRUGHAN PRASAD,Independent,592
SURESH KUMAR ADIL,Independent,544
THANENDRA SAHU,Swabhiman Party,319
MO. RAZA SIDDIQUE,Aam Aadmi Party,276
AENUL HAQUE KHAN,Bhrashtachar Mukti Morcha,216
RAMPYARI BHARTI,Independent,208
BIJU JOHNSON,Chhattisgarh Swabhiman Manch,149
JAVED KHAN,Independent,123
ANWARUL HAQUE,Independent,91
JANISAR AKHTAR,Rashtriya Samajwadi Swabhiman Manch,72
MO. NASEEM,Bahujan Mukti Party,55
None of the Above,None of the Above,1147
