DR. KRISHNA MURTI BANDHI,Bharatiya Janata Party,67950
JAYENDRA SINGH PATLE,Bahujan Samaj Party,53843
DILIP LAHARIYA,Indian National Congress,53620
HIRA GANDHARW,Independent,1725
SANJAY TONDAN,Independent,1400
HEMANT RAY,Ambedkarite Party of India,1070
LAXMI PRASAD TANDAN,Aam Aadmi Party,1061
JAGESHWAR PRASAD KURRE,India Praja Bandhu Party,943
SAVITA GANDHARWA,Independent,839
DHANESH KUMAR,Shiv Sena,588
BARAN LAL KARIYARE,Republican Party of India (A),375
None of the Above,None of the Above,3437
