KULDEEP JUNEJA,Indian National Congress,59843
SHRI CHAND SUNDRANI,Bharatiya Janata Party,43502
AMAR GIDWANI,Janta Congress Chhattisgarh (J),2510
YOGENDRA SEN,Aam Aadmi Party,898
SHANKAR LAL VARANDANI,Independent,686
SHEKHAR TANDI,Independent,373
HARI BANDHU NAIK,Independent,323
NISHAR JAHAN,Independent,176
HAIDER BHATI,Independent,142
MO. MEHNDI HASAN BHATI,Independent,139
VIKAS MOTWANI,Shiv Sena,132
M. ZUBAIR KHAN,Ambedkarite Party of India,129
PRAKASH NARAYAN SHUKLA,Akhil Bharat Hindu Mahasabha,121
MD. DANISH QUADRI,Independent,78
IQBAL ALI,Independent,72
MO. JAVED BHATI,Independent,70
DR KAILASH ADIL,Independent,60
PRAVIN JAIN,Akhil Bhartiya Sarvadharma Samaj Party,56
None of the Above,None of the Above,705
