SATYANARAYAN SHARMA,Indian National Congress,78468
NAND KUMAR SAHU (NANDE BHAIYA),Bharatiya Janata Party,68015
DR. OMPRAKASH DEWANGAN,Janta Congress Chhattisgarh (J),17175
PITAMBAR JANGDE,Independent,1483
NARENDRA KUMAR BAGHEL,Independent,1106
DR. SANKET THAKUR,Aam Aadmi Party,1096
GAIND LAL DADSENA,Independent,940
CHANDRAKANT BHAI SOLANKI,Independent,727
SANDEEP YADU,Independent,546
BALDEV PRAKASH DWIVEDI,Independent,473
BUDHARU RAM BANJARE,Independent,370
MOTIRAM VERMA,Independent,308
BANMALI CHHURA,Bharatiya Bahujan Party,224
FULRAJ VARMA,Bharatiya Bahujan Congress,194
KRISHNA MURARI YADAV,Independent,170
SATYANARAYAN,Independent,139
LAKHAMOORAM TANDON,Rashtriya Jansabha Party,135
RAJENDRA KUMAR SAHU,Independent,118
MD. USMAN SHAKH,Independent,113
MOHAMMAD AURANGJEB,Independent,102
MANGALCHAND,Republican Party of India (A),81
SMT. SHAMEEM KHAN,Bhartiya Lokmat Rashtrwadi Party,75
None of the Above,None of the Above,955
