MAMTA CHANDRAKAR,Indian National Congress,100907
MOTIRAM CHANDRAVANSHI,Bharatiya Janata Party,64420
CHAITRAM RAJ,Bahujan Samaj Party,33547
HARENDRA KUMAR DAHIRE,Independent,2511
RAMKUMAR SINHA,Independent,2450
RESHAMLAL PATRE,Independent,2266
NARENDRA TIWARI,Shiv Sena,1558
GHANSHYAM YADAV,Independent,1381
NARAYAN SINGH BAUDDH,Independent,1341
CHANDRAPRATAP SAHU,Independent,800
DHARMENDRA KUMAR,Independent,657
"SANDEEP TIWARI ""RAJ""",Bhartiya Sarvjan Hitay Samaj Party,476
None of the Above,None of the Above,5234
