KHEL SAI SINGH,Indian National Congress,66475
VIJAY PRATAP SINGH,Bharatiya Janata Party,51135
JAINATH SINGH KERAM,Gondvana Gantantra Party,26388
PANKAJ TIWARI,Janta Congress Chhattisgarh (J),11842
ANJAY JAIN,Aam Aadmi Party,2178
SURAJLAL RAVI,Independent,2091
ALOK KUMAR SAHU,Independent,1797
SEEMA SINGH TEKAM,Independent,1250
DEV KUMARI SINGH SANDILYA,Independent,1130
VIDYA BAI BAGHEL,Independent,1063
KRISHNA KUMAR DEVANGAN,Independent,801
KHEMRAJ SINGH,Bhartiya Panchyat Party,717
MALTI BIHARI RAJWADE,Janata Dal  (United),608
None of the Above,None of the Above,4058
