VINOD SEVAN LAL CHANDRAKAR,Indian National Congress,49356
POONAM CHANDRAKAR,Bharatiya Janata Party,26290
TRIBHUWAN MAHILANG,Janta Congress Chhattisgarh (J),24839
MANOJ KANT SAHU,Independent,21911
DR VIMAL CHOPRA,Independent,21160
T.K. DADSENA,Independent,1552
PANKAJ SAHU,Independent,1445
PUJA DHRUW,Independent,1270
ASHOK SONI,Ambedkarite Party of India,1000
SANJAY YADAV,Aam Aadmi Party,764
GANGU RAM THAKUR,Independent,734
DEJIRANI NETAM,Gondvana Gantantra Party,710
PARASRAM DHRUW LAHANGAR WALE,Chhattisgarhi Samaj Party,642
KAUSHAL DEWANGAN,Independent,560
KRISHNA KUMAR CHANDRAKAR,Rashtriya Jansabha Party,361
None of the Above,None of the Above,2085
