NARAYAN CHANDEL,Bharatiya Janata Party,54040
MOTILAL DEWANGAN,Indian National Congress,49852
BYAS NARAYAN KASHYAP,Bahujan Samaj Party,33505
SANJAY KUMAR SHARMA,Aam Aadmi Party,1538
SUDHIR YADAV,Communist Party of India,1422
RAMLALLA SATNAMI,Independent,1161
MAYARAM NAT,Independent,978
AAJAD MAHENDRA DEWANGAN,Independent,868
ASHOK CHOWDHARY,Nationalist Congress Party,755
BHOLARAM SATNAMI,Independent,372
INNAL BIND,Nirbal Indian Shoshit Hamara Aam Dal,311
AJAY KUMAR DEWANGAN,Independent,295
SANJAY PRAKASH SAO,Bhartiya Kisan Party,282
SANTOSH KUMAR KASHYAP (BUDENA WALE),National Democratic Peoples Front,281
SHIV BHANU SINGH KSHATRY,Janata Dal  (United),219
None of the Above,None of the Above,1240
