RENU AJIT JOGI,Janta Congress Chhattisgarh (J),48800
KASHI RAM SAHU,Bharatiya Janata Party,45774
VIBHOR SINGH,Indian National Congress,30803
BALARAM ARMO,Gondvana Gantantra Party,8163
HARISH CHANDEL,Aam Aadmi Party,4953
DR. URMILA SINGH MARKO,Rashtriya Gondvana Party,1590
HARISH KUMAR MANDWA,Independent,1326
VIRENDRA KUMAR NETAM,Ambedkarite Party of India,1052
SHAMBHU PRASAD SHARMA ADVOCATE,Bharat Bhoomi Party,975
SANDEEP SINGH PORTE,Independent,791
MAHANT JAG KUMAR SHARMA,Independent,760
None of the Above,None of the Above,3942
