U. D. MINJ,Indian National Congress,69896
BHARAT SAI,Bharatiya Janata Party,65603
BENJAMIN MINJ,Bahujan Samaj Party,1970
ASUNDEV SAI,Aam Aadmi Party,1842
SUSHILA SAI PAINKRA,Independent,1619
KAMLESHWAR RAM NAYAK,Independent,1574
MUKTI MINJ,Independent,1571
BALRAM KUNWAR,Ambedkarite Party of India,1106
BODH SAI,Bhartiya Tribal Party,1047
KAUSHAL KUMAR OHDAR,Independent,908
SHYAM SUNDAR MARAVI,Gondvana Gantantra Party,888
SATMAN SAI,Chhattisgarhi Samaj Party,480
INDRANATH PAINKRA,Independent,458
MANOHAR TIRKEY,Republican Party of India (A),340
None of the Above,None of the Above,2129
