DR. PREMSAI SINGH TEKAM,Indian National Congress,90148
RAMSEWAK PAIKRA,Bharatiya Janata Party,46043
ASHA DEVI POYA,Gondvana Gantantra Party,17341
DR. NARENDRA PRATAP SINGH,Janta Congress Chhattisgarh (J),5977
CHHOTELAL TIRKEY,Aam Aadmi Party,1971
VIRNARAYAN SINGH,Independent,1808
PREMSAI SINGH FATHER LAKSHAN,Independent,1375
RAMASAPNA SINGH,Ambedkarite Party of India,1181
PREMSAI SINGH FATHER RAMVRIKSHA AAYAM,Independent,792
NARESH BEK,Bahujan Mukti Party,741
PREMSAI,Independent,692
DHANPAT SINGH AAYAM,Independent,569
None of the Above,None of the Above,5741
