INDU BANJARE,Bahujan Samaj Party,50129
GORELAL BARMAN,Indian National Congress,47068
AMBESH JANGRE,Bharatiya Janata Party,32676
SANTRAM TURKE,Independent,1048
KAMLESH KUMARI,Shiv Sena,975
SHIV SHANKAR RAHI,Independent,863
SANTOSH KUMAR KHUTEY,Ambedkarite Party of India,743
MAHABIR JANGRE,Independent,610
MUKESH KUMAR LAHARE,Samajwadi Party,574
CHAITRAM DEV KHATKAR,Aam Aadmi Party,515
NITA SAYTONDAY,Chhattisgarh Swabhiman Manch,459
NAND KUMAR CHAUHAN,Janata Dal  (United),378
DUJE URF DUJRAM KURRE,National Democratic Peoples Front,253
BAHORIK MADHUKAR,India Praja Bandhu Party,243
None of the Above,None of the Above,1470
