VINAY KUMAR BHAGAT,Indian National Congress,71963
GOVIND RAM BHAGAT,Bharatiya Janata Party,63937
PRADEEP SINGH,Independent,10646
NAN RAM BHARDWAJ,Independent,4784
KRIPA SHANKAR BHAGAT,Samajwadi Party,2551
VISHNU RAM,Independent,2394
ROHIT LAKRA,Aam Aadmi Party,2281
GAGANMATI BHAGAT,Bahujan Samaj Party,2081
EMMANUEL KERKETTA,Republican Party of India (A),1886
RENUKA BHAGAT,Independent,1634
SUKRU BHAGAT,Bhartiya Tribal Party,1005
HARSH KUJUR,Bahujan Mukti Party,899
None of the Above,None of the Above,4317
