ARUN VORA,Indian National Congress,64981
CHANDRIKA CHANDRAKAR,Bharatiya Janata Party,43900
PRATAP MADHYANI,Janta Congress Chhattisgarh (J),20634
KANCHAN SHENDRE,Independent,1733
DR. S. K. AGRAWAL,Aam Aadmi Party,1701
SUBHASH KUMAR PAUL,India Praja Bandhu Party,554
KAMLESH KUMAR NAGARCHI,Independent,553
BRAMHA TIWARI,Independent,462
ANOOP KUMAR PANDEY,Independent,398
AATMA RAM SAHU,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),375
BALDEV SINGH SAHU,Chhattisgarh Swabhiman Manch,339
RAS BIHARI BARI,Independent,319
SUNIL KUMAR MARKANDEY,Ambedkarite Party of India,309
ARUN KUMAR JOSHI,Independent,269
TAMESHWAR TIWARI,Akhil Bharat Hindu Mahasabha,262
BRAJESH KUMAR YADAV,Samajwadi Party,257
SURYA NARAYAN SONWANI,Pichhara Samaj Party United,234
MAHELKA BEGUM SHEKH,Independent,148
SURESH KUMAR VERMA,Independent,128
SUJATA SINGH,Bhartiya Panchyat Party,123
ADVOCATE RAMRATAN SAHU,Independent,63
None of the Above,None of the Above,1471
