DHARAM LAL KAUSHIK,Bharatiya Janata Party,84431
RAJENDRA SHUKLA,Indian National Congress,57907
SIYARAM KAUSHIK,Janta Congress Chhattisgarh (J),29613
MANOJ THAKUR,Independent,4518
SARDAR JASBEER SINGH,Aam Aadmi Party,4428
DILIP KUMAR KOSHLE,Independent,2583
NIKHADRAM NISHAD,Nationalist Congress Party,1606
DEVPRASAD,Independent,1215
GANESHRAM JOSHI,Independent,1176
NAND KISHORE RAJ,Gondvana Gantantra Party,747
VIJAY SHANKAR PATRE,Ambedkarite Party of India,718
USMAN KHAN,Independent,684
CHANDRAKALA DHIDHI,Independent,637
DEVRAM SAHU,Bharat Bhoomi Party,620
PRAMOD KUMAR GADEWAL,Independent,616
SATVAN SINGH TANDON,Independent,586
SURESH PANDEY,Independent,321
RAMESH KUMAR LAHARE,Independent,313
NIRANJAN KUMAR SAHU,Independent,313
NARENDRA SHANDEY,Janata Congress,311
B.P. VISHWAKARMA,Independent,273
RAM CHARAN KENVAT,Aap Sabki Apni Party,247
RAJKUMAR NAVRANG,Rashtriya Jansabha Party,241
VINOD KUMAR SAHU,Independent,233
MANIRAM GHRITLAHRE,Bharatiya Sadbhawana Samaj Party,205
LAHARGANGA SONI,Independent,195
RAJKUMAR YADAV,Independent,159
LAXMAN DAS MANDLE,Independent,139
ROOPDAS KURREY,Independent,104
None of the Above,None of the Above,1224
