DEVENDRA BAHADUR SINGH,Indian National Congress,67535
SAMPAT AGRAWAL,Independent,50027
DURGACHARAN(D.C.) PATEL,Bharatiya Janata Party,36394
TRILOCHAN NAYAK LUNGIWALA,Janta Congress Chhattisgarh (J),7758
DR. ANAMIKA PAUL,Independent,2475
MAHENDRA SAO,Independent,2123
KALESHWAR YADAV,National Democratic Peoples Front,1753
ASHOK PRADHAN,Shiv Sena,1007
JAGDISH SIDAR,Independent,923
PRAHALLAD BARIHA,Independent,833
SANKALP DASS,Aam Aadmi Party,493
GAURISHANKAR PATEL,Independent,492
KEDARNATH PATEL,Independent,406
SADANAND SAHU,Bhartiya Shakti Chetna Party,405
YAGENDRA BHOI,Samajwadi Party,350
None of the Above,None of the Above,2431
