RAMPUKAR SINGH THAKUR,Indian National Congress,96599
SHIVSHANKAR PAINKARA,Bharatiya Janata Party,59913
M. S. PAINKARA,Janta Congress Chhattisgarh (J),3915
YAGYA KUMAR BHAGAT,Independent,2619
PATRIK BAKHLA,Independent,1175
MEERA TIRKEY,Aam Aadmi Party,854
TIKESHWAR EKKA,Independent,821
RUPNARAYAN EKKA,Bahujan Mukti Party,818
KARTIK SAI SIDAR,Independent,533
LALESHWAR JAGAT,Gondvana Gantantra Party,494
SWAMI KARTIK BHAGAT,Bharatiya Bahujan Congress,459
None of the Above,None of the Above,5159
