SAURABH SINGH,Bharatiya Janata Party,60502
RICHA JOGI,Bahujan Samaj Party,58648
CHUNNILAL SAHU,Indian National Congress,27667
BADRI PRASAD OGREY,Independent,971
CHANDRAHAS DEWANGAN,Aam Aadmi Party,958
PUSHPENDRA KUMAR JAISWAL,Nationalist Congress Party,746
SHIV KUMAR VISHWKARMA,Independent,682
RKS (RAM KUMAR SHRIWAS),Independent,552
RAJESH KUMAR BANJARE,Ambedkarite Party of India,483
JAGMOHAN PATLEY,Independent,481
DILESHWAR SAHU,National Democratic Peoples Front,345
SANJAY PRAKASH SAHU,Bhartiya Kisan Party,323
AMIR SINGH,Independent,308
JIWAN LAL YADAW,Samajwadi Party,301
DILESHWAR VISHWAKARMA,Shiv Sena,287
None of the Above,None of the Above,2242
