DEVWRAT SINGH,Janta Congress Chhattisgarh (J),61516
KOMAL JANGHEL,Bharatiya Janata Party,60646
GIRWAR JANGHEL,Indian National Congress,31811
SARJU JANGHEL,Independent,4060
DINESH SINGH,Shiv Sena,1775
GYANENDRA KUMAR VERMA,Independent,1456
YOGENDRA KUMAR THAKUR (MARKAM),Independent,1343
MANOJ GUPTA,Aam Aadmi Party,1209
SANTOSH DESHMUKH,Independent,1114
MAHAVEER JANGHEL,Independent,599
AAM AADMI MAHESH JANGHEL,Independent,528
RAJESH VERMA,Ambedkarite Party of India,525
AJAY SINGH,Independent,326
TIJAU RAM JANGHEL,Independent,282
BHUSHAN BANJARE,Independent,251
None of the Above,None of the Above,3068
