SHAKUNTALA SAHU,Indian National Congress,121422
GAURISHANKAR AGRAWAL,Bharatiya Janata Party,73004
PARMESHWAR YADU,Janta Congress Chhattisgarh (J),18170
RAMESHWAR PRASAD KAIWART,Bahujan Samaj Party,9558
JAGJEEWAN KUMAR NARANGE,Independent,3917
KRISHNA KANT PANDEY,Independent,2128
CHHABI LAL KANWAR,Bhartiya Shakti Chetna Party,1917
DASRU RAM PAIKARA,Independent,1560
TARACHAND KASHYAP,Independent,1485
CHARAN DAS,Independent,1370
DHARMU PRABHUWA,Independent,1288
ASHOK SAHU,Independent,1098
SHAKUNTALA SAHU,Nationalist Congress Party,1009
GYANPRAKASH,Independent,789
SANJAY BANJARE,Janata Congress,741
PROFESSOR DR. SHANTI KUMAR KAIWARTYA,Independent,735
GOVIND SAHU,Independent,734
MANHARAN SAHU,Shiv Sena,577
RADHE LAL CHANDRAKAR,Chhattisgarh Swabhiman Manch,519
DR. SAHDEV DANDEKAR,Janata Dal  (United),484
SHYAMA CHARAN SAHU,Aam Aadmi Party,453
SHANKAR LAL TANDAN,Independent,423
NILKANTH VERMA,Independent,406
SANTOSH KUMAR MARKANDEY,Independent,387
PURAN LAL KATHOTRE,Independent,324
RAHUL KAIWARTYA,Independent,307
DURGESHWAR PRASAD SAHU,Independent,297
PRABHAT KUMAR YADAV,Independent,244
PRANNATH SAHU,Independent,181
None of the Above,None of the Above,1588
