DALESHWAR SAHU,Indian National Congress,84581
MADHUSUDAN YADAV,Bharatiya Janata Party,65498
VANI VILASH PATEL,Independent,1863
REKHCHAND MANDLE,Independent,1782
ASHOK VERMA,Bahujan Samaj Party,1482
CHANDRMANI VERMA,Aam Aadmi Party,1474
JITENDRA SAHU,Gondvana Gantantra Party,765
MANMOHAN AGRAWAL,Independent,574
SANDEEP TEMBURKAR,Ambedkarite Party of India,380
BANSHI LAL SINHA,Independent,352
TIJAU RAM VERMA,Independent,255
RAJ KUMAR SAHU,Shiv Sena,251
None of the Above,None of the Above,2257
