RAM KUMAR YADAV,Indian National Congress,51717
GITANJALI PATEL,Bahujan Samaj Party,47299
BAHU RANI SANYOGITA SINGH JUDEV,Bharatiya Janata Party,39638
SUMAN NOVEL VERMA,Nationalist Congress Party,14429
RAJKUMAR YADAV,Independent,1779
MANHARAN LAL KAMLESH,Independent,690
ABHINAV SHUKLA,Shiv Sena,611
BHANU PRAKASH CHANDRA,Aam Aadmi Party,588
PAITRAM KHUNTE,Independent,575
RAMKUMAR YADAV,Independent,547
NAVEL KUMAR PANKAJ,Independent,507
SUNDAR LAL CHOUHAN,Independent,504
SATAYANAND SIDAR,Ambedkarite Party of India,485
BALWANT SINGH,Gondvana Gantantra Party,426
DADULAL TANDAN,Independent,395
UMA KANT SAHU,Bhartiya Shakti Chetna Party,387
SITA SARTHI,Bharat Bhoomi Party,357
GEETANJALI PATEL,Independent,346
None of the Above,None of the Above,550
