BRIHASPAT SINGH,Indian National Congress,64580
RAMKISHUN SINGH,Bharatiya Janata Party,31664
VINAY PAIKRA,Independent,29241
MOHAN SINGH,Janta Congress Chhattisgarh (J),10354
DAYA SHANKAR MARKAM,Gondvana Gantantra Party,4691
SHRAWAN SINGH,Independent,1676
BABLA NAND RAGHUVANSHI,Ambedkarite Party of India,1449
MOTILAL PANDO,Independent,1429
SYAMLAL MARKAM,Independent,1224
JAILAL LAKRA,Janata Dal  (United),1069
DHARMU EKKA,Bahujan Mukti Party,1037
RAJPAL SINGH NAGWANSHI,Independent,969
SUGRIV RAM,Aam Aadmi Party,844
DAYANAND SINGH,Independent,591
None of the Above,None of the Above,4055
