DHARMJEET SINGH,Janta Congress Chhattisgarh (J),67742
TOKHAN SAHU,Bharatiya Janata Party,42189
SHATRUHAN (SONU) CHANDRAKAR,Indian National Congress,16669
LALIT SAHU,Independent,3706
SANAT KUMAR SAHU  (S/O BHUWAN LAL SAHU),Independent,2526
TIRITH RAM,Independent,1719
THA. MAHENDRA SINGH CHHATRI,Aam Aadmi Party,1053
RAMKUMAR GHRITLAHRE,Independent,941
SANAT KUMAR SAHU (S/O BANIHAR SAHU),Independent,861
SANTOSH KUMAR SAHU,Independent,852
RAMAVTAR NISHAD,Shiv Sena,848
MILAU RAM YADAV,Samajwadi Party,458
HARISH KUMAR KURREY,Ambedkarite Party of India,405
HEERA SINGH KASHYAP,Independent,363
PARDESHI RAM,Independent,356
MANOJ KUMAR DHURVE,Independent,335
PADARATH LAL SAHU,Independent,304
ARUN KUMAR BANJARA,Independent,274
None of the Above,None of the Above,1143
